continent,country,iso,total_deaths,total_affected,total_damages,total_occurrences,gdp_per_capita,total_co2,co2_per_cap,population,country_x,country_y,standardized,gni_per_capita,bins
Asia,Indonesia,IDN,218639,37504402,34681238,578,3893.859578,576989.9902,2.15559759,267670549,Indonesia,Indonesia,Indonesia,3840,Lower-Middle Income
Asia,Iran (Islamic Republic of),IRN,146447,60242218,30406696,239,4046.341864,637429.9927,7.792523264,81800204,"Iran, Islamic Rep.","Iran, Islamic Rep.",Iran,5110,Upper-Middle Income
Asia,Iraq,IRQ,229,8111089,175300,30,5915.850854,163149.9939,4.244982955,38433604,Iraq,Iraq,Iraq,5040,Upper-Middle Income
Asia,Israel,ISR,124,2085182,2082750,19,42063.45313,61080.00183,6.87621041,8882800,Israel,Israel,Israel,41320,High-Income
Asia,Japan,JPN,52828,19551450,540788500,339,39727.1166,1116150.024,8.801681435,126811000,Japan,Japan,Japan,41770,High-Income
Asia,Jordan,JOR,380,355337,403400,17,4308.151074,24780.00069,2.486623181,9965322,Jordan,Jordan,Jordan,4270,Upper-Middle Income
Asia,Kazakhstan,KAZ,237,906058,285570,25,9812.626371,216600.0061,11.8513159,18276452,Kazakhstan,Kazakhstan,Kazakhstan,8070,Upper-Middle Income
Asia,Korea (the Republic of),KOR,8040,6993125,18529257,128,33436.92306,630640.0146,12.22524582,51585058,"Korea, Rep.","Korea, Rep.",North Korea,32750,High-Income
Asia,Kuwait,KWT,3,201,0,3,33399.06048,91389.99939,22.08921039,4137314,Kuwait,Kuwait,Kuwait,33710,High-Income
Asia,Kyrgyzstan,KGZ,477,2289812,217760,32,1308.140165,11250,1.779275005,6322800,Kyrgyz Republic,Kyrgyz Republic,Kyrgyzstan,1220,Lower-Middle Income
Asia,Lao People's Democratic Republic (the),LAO,1606,11661248,802729,56,2569.093892,19360.00061,2.741627996,7061498,Lao PDR,Lao PDR,Laos,2490,Lower-Middle Income
Asia,Lebanon,LBN,645,1135991,165000,14,8003.827612,27790.00092,4.051370164,6859408,Lebanon,Lebanon,Lebanon,7590,Upper-Middle Income
Asia,Macao,MAC,10,4187,1420000,7,87526.07999,,,631633,"Macao SAR, China","Macao SAR, China",Macao,76460,High-Income
Asia,Malaysia,MYS,1544,4171082,3816142,102,11380.07922,244410.0037,7.752148815,31528033,Malaysia,Malaysia,Malaysia,10650,Upper-Middle Income
Asia,Maldives,MDV,325,68679,506100,8,10279.07998,2099.999905,4.072103192,515704,Maldives,Maldives,Maldives,9210,Upper-Middle Income
Asia,Mongolia,MNG,1576,4990247,2001864,40,4156.84697,21549.99924,6.79764812,3170214,Mongolia,Mongolia,Mongolia,3690,Lower-Middle Income
Asia,Myanmar,MMR,141987,9794131,4867413,76,1250.173685,32939.99863,0.613312795,53708318,Myanmar,Myanmar,Myanmar,1220,Lower-Middle Income
Asia,Nepal,NPL,25170,17919237,6831555,133,1178.525957,15189.99958,0.540651882,28095712,Nepal,Nepal,Nepal,1120,Lower-Middle Income
Asia,Oman,OMN,316,33269,5252000,17,18947.3665,75599.99847,15.65387186,4829476,Oman,Oman,Oman,16370,High-Income
Asia,Pakistan,PAK,116581,132102815,29937969,234,1678.04315,187309.9976,0.882587328,212228288,Pakistan,Pakistan,Pakistan,1670,Lower-Middle Income
